0.193117,-0.0374639,0.116539,0.0022197,0.407029,0.0865631,0.909302,3892,-0.0464594,-0.089049,-0.0211876
0.224856,-0.0381776,0.10884,0.0022197,0.407029,0.0865631,0.909302,3892,-0.0464594,-0.089049,-0.0211876
0.0605425,-0.0332229,0.117847,0.0022197,0.407029,0.0865631,0.909302,3892,-0.0464594,-0.089049,-0.0211876
0.212412,-0.0463529,0.150776,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.251245,-0.162989,0.28701,0.0022197,0.407029,0.0865631,0.909302,3892,-0.0464594,-0.089049,-0.0211876
0.0314798,-0.0352891,0.134674,0.0022197,0.407029,0.0865631,0.909302,3892,-0.0464594,-0.089049,-0.0211876
0.212903,-0.0487875,0.1827,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.214185,-0.0316209,0.0851624,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.249798,-0.142615,0.0945204,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.0655545,-0.02169,0.0656795,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.111626,-0.0196649,0.0548181,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.0719437,-0.0229163,0.0720819,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.20106,-0.0341601,0.137393,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.0815013,-0.0322422,0.122683,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.225153,-0.0315986,0.115093,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.242553,-0.0338859,0.122809,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.0960925,-0.0324766,0.123282,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.141696,-0.0236941,0.0774526,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.280492,-0.112941,0.272062,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.216751,-0.0314259,0.135107,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.10613,-0.0176015,0.040113,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.0444536,-0.0329622,0.123714,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.0380887,-0.0341642,0.119996,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.206632,-0.0456102,0.145985,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.217265,-0.0311413,0.116814,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.066429,-0.020831,0.0621019,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
0.0848148,-0.0200833,0.05561,0.0021053,0.40902,0.0866814,0.908397,3909,-0.0439764,-0.0787249,-0.0177603
