0.995246,0.0631761,0.232011,0.00625248,0.737273,0.149246,0.658874,1461,-0.16757,-0.16255,0.0101677
1.72115,-0.295499,-0.392544,0.00625248,0.737273,0.149246,0.658874,1461,-0.16757,-0.16255,0.0101677
1.7188,-0.296853,-0.314893,-0.00589243,0.625947,0.140265,0.767126,5554,-0.235213,-0.150301,-0.0895968
1.31957,-0.049764,-0.890649,0.00140747,0.890657,0.193312,0.411532,5970,-0.164092,-0.145007,-0.0426526
1.04669,-0.230604,0.322423,-0.00604324,0.630224,0.141135,0.763454,5565,-0.231297,-0.149927,-0.0867479
0.971293,0.0245283,-1.43976,0.00571241,0.889893,0.186894,0.416086,2528,-0.313121,-0.154947,0.0371065
1.69093,-0.171605,-0.626893,-0.00511894,0.780952,0.168182,0.6015,5778,-0.150253,-0.16174,-0.0503598
0.151738,0.539702,-1.95824,0.0071487,0.97712,0.21252,0.00444093,2893,-0.253374,-0.139305,-0.034495
0.212283,0.462631,-1.73988,0.00673152,0.976846,0.213756,-0.00595429,6330,-0.076647,-0.150918,-0.10124
0.95972,0.363423,-1.048,0.00531324,0.793775,0.163108,0.585908,2303,-0.312029,-0.149457,0.000890423
0.857092,-0.0248656,-1.51771,0.00140747,0.890657,0.193312,0.411532,5970,-0.164092,-0.145007,-0.0426526
0.61926,-0.0755818,-1.18611,0.00584539,0.959553,0.203957,0.193972,6204,-0.085412,-0.123571,-0.0996726
1.07021,0.124435,-0.0570107,-0.00432952,0.781487,0.167756,0.600931,5792,-0.143551,-0.157951,-0.0529337
0.0496479,0.131744,-1.40004,0.00671946,0.977272,0.211846,-0.00388518,6306,-0.076824,-0.165005,-0.0187699
-0.146654,0.32775,-0.98153,0.00576422,0.953505,0.210563,-0.215541,6399,-0.0896745,-0.124943,-0.140637
0.246914,0.305712,-0.721192,0.00671946,0.977272,0.211846,-0.00388518,6306,-0.076824,-0.165005,-0.0187699
0.232001,0.3367,-0.781815,0.00584539,0.959553,0.203957,0.193972,6204,-0.085412,-0.123571,-0.0996726
0.530995,0.232142,-0.43323,-0.00432952,0.781487,0.167756,0.600931,5792,-0.143551,-0.157951,-0.0529337
1.57164,-0.160036,-0.454606,-0.00432952,0.781487,0.167756,0.600931,5792,-0.143551,-0.157951,-0.0529337
1.76658,-0.291973,-0.240824,-0.00511894,0.780952,0.168182,0.6015,5778,-0.150253,-0.16174,-0.0503598
1.35418,-0.304845,0.669853,0.00155645,0.451433,0.0988371,0.886813,5306,-0.271231,-0.212348,-0.100375
